N,P,K,temperature,humidity,ph,rainfall,label
114,40,23,25.53676123,81.13668716,6.7539780610000015,95.4262599,cotton
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
0,29,32,28.05912437,98.3670985,5.8682558579999995,171.65163959999995,coconut
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice
37,135,205,11.82768186,80.2827185,5.510924848999999,74.10225057,grapes
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice
5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.17091129999999,orange
9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,pomegranate
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
26,18,42,19.72620525,89.64934166,6.910374919,108.22872759999998,pomegranate
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
70,54,46,39.73149053,91.12220596,6.919342407,122.76286529999999,papaya
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans
56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
97,22,26,23.60567546,59.68849145,6.074190142000001,185.15680590000002,coffee
14,22,9,17.24944623,91.13772765,6.543191814,112.50905159999998,orange
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
92,81,52,27.39341554,81.4654833,6.4381372789999975,94.31102057,banana
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
37,57,20,31.100624699999997,44.82069159,7.354286985,70.79934452,mothbeans
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
38,135,203,23.76121837,93.66164300000001,5.9655513110000005,100.825956,apple
16,70,20,24.80467592,40.1242747,5.6093956,121.56391210000001,pigeonpeas
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,jute
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
37,126,196,23.59997268,90.97597665,5.596449493,107.17281909999998,apple
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
82,29,35,26.67377159,52.24226285,6.2468723939999995,156.15438980000005,coffee
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
91,24,55,26.27061608,83.09194521,6.259086582999999,46.76837499,watermelon
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
3,58,21,25.36140526,46.82652785,9.160691747000001,55.60523179,mothbeans
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
84,27,29,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
97,22,50,26.26028739,86.14585891,6.7698937999999975,58.97878791,watermelon
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
61,53,43,26.40323239,81.05635517,6.349606327,223.36718829999998,rice
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
111,5,50,27.59350075,91.79742953,6.399891457000001,24.84266123,muskmelon
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
38,6,25,25.54963273,96.92786777,6.156259104,191.29961569999998,coconut
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
109,36,18,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
62,56,35,25.97825807,81.65769588,6.235357637999999,163.3488091,jute
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean
73,45,37,23.70467146,74.63745355,6.742688094,181.27839640000002,jute
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
17,77,24,20.76952209,18.93146941,5.568456899,109.01937120000001,kidneybeans
114,30,51,29.24908541,90.06998135,6.069171847000001,25.93496537,muskmelon
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram
32,141,203,21.25941052,92.84416234,5.821347769,109.06584709999998,apple
8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
26,80,83,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans
9,143,197,23.75033085,92.88160462,5.570020684,117.66028270000001,apple
90,86,52,25.85036988,81.95580471,5.793260262,119.08561709999998,banana
18,14,11,28.04799508,90.00621688,6.550814117000001,117.13114979999999,orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
14,8,43,21.92513945,94.46485312,7.051654924,111.71620159999998,pomegranate
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean
86,40,33,26.138786899999996,52.26311691,7.432322234,136.3027766,coffee
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
99,70,46,26.59580783,82.99556744,5.727469947,100.51233409999999,banana
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut
4,6,7,23.01014302,91.11764246,6.708889665,112.67382959999999,orange
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
29,145,205,22.81227579,92.12992101,6.212302608,109.33835520000001,apple
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton
112,17,28,27.62975458,61.26002598,6.777417989,196.64926640000002,coffee
13,16,8,34.74004942,93.12316972,6.949838549,100.19678540000001,orange
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
5,21,38,22.43377991,90.3396556,6.107054807999999,112.45969699999999,pomegranate
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
31,121,201,23.15791104,90.34396882,5.731535257999999,110.712841,apple
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
7,144,195,22.96388477,93.58065995,5.85648105,104.64729859999998,apple
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans
8,7,10,28.262048800000002,91.98317355,6.929216014,105.21322590000001,orange
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
11,46,24,27.65280218,89.80650642,6.4592520229999995,56.52558045,mungbean
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
5,77,19,31.08564994,66.68832981,6.2420520129999995,175.9303271,pigeonpeas
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
27,56,22,19.91853092,20.70099804,5.833010957999999,108.6434544,kidneybeans
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
65,37,40,23.35905428,83.59512273,5.333322606,188.41366499999998,rice
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
28,145,202,19.2077707,82.90428409999998,6.4843231889999995,66.83113717,grapes
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
95,16,46,27.076726500000003,90.14362622,6.74669542,24.4514648,muskmelon
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
39,76,76,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
93,81,50,27.71822477,76.57853189,6.0360792660000016,102.20998359999999,banana
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
34,61,49,28.12971499,93.32107370000001,6.502675132,117.82019070000001,papaya
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
90,23,54,28.55852465,90.45773041,6.1590208639999995,27.26588346,muskmelon
2,123,205,22.36629253,90.78572467,5.739652177000001,124.9831618,apple
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea
31,62,52,33.7960155,93.00754254,6.99104104,182.02680700000002,papaya
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean
45,61,78,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea
38,77,22,28.234828999999998,69.3159965,6.313284267999999,35.36831423,lentil
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
95,75,45,28.98333432,82.95958244,5.829898502000001,109.02256399999999,banana
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
89,45,36,21.32504158,80.47476396,6.442475375,185.49747319999997,rice
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
6,9,12,31.08368929,90.14362642,7.0287464060000024,109.68946580000001,orange
84,55,38,26.874838899999997,79.78725152,6.956682742999999,173.1017097,jute
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
31,55,22,22.91350245,21.33953114,5.8731718939999995,109.22555600000001,kidneybeans
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
9,25,41,24.81530144,91.90842992,5.972714857000001,109.28534180000001,pomegranate
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
16,56,17,33.80020039,40.03262418,7.4454448829999995,176.6165894,pigeonpeas
74,46,45,25.75734909,88.36668522,6.025028997000001,189.42634850000002,jute
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
123,50,16,23.04920461,75.53835214,6.4980521079999995,70.65644296,cotton
32,13,42,23.50128217,92.97527546,5.786058032000001,106.61905,pomegranate
44,64,54,29.80744318,91.38048469,6.74274935,232.70461260000002,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
120,16,51,27.99901833,91.64193051,6.547041902999999,23.28618248,muskmelon
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
100,17,48,29.72791119,94.29753295,6.367800632000001,26.52364146,muskmelon
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
83,38,35,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
29,35,28,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,mango
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
100,32,26,25.234661,57.53161469,6.043485685,124.22617369999999,coffee
37,65,16,22.835202399999996,18.97267518,5.683548308,63.59276673,kidneybeans
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
9,38,25,34.58561471,50.34035336,5.4979468989999996,100.3060719,mango
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple
77,55,43,25.49941707,75.99987588,6.663559451,193.71418280000003,jute
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
18,36,23,24.01825377,53.76623369,7.2140786210000005,35.03404425,mothbeans
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
22,55,16,23.793715300000002,68.03209183,6.516317561,49.73922097,lentil
68,62,50,33.20258348,92.76437927,6.9777002679999995,197.52825819999998,papaya
94,5,55,28.585464899999998,91.89216849,6.085682343999999,26.88372572,muskmelon
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut
29,25,14,30.49183837,90.4582865,7.781988584,113.33021049999999,orange
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute
61,64,52,43.30204933,92.83405443,6.6410987079999995,110.562229,papaya
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
36,80,21,33.64769646,48.41490082,7.066087261,100.46732779999999,pigeonpeas
12,6,8,30.84835031,92.86773675,6.388617138,107.41426809999999,orange
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
7,141,195,23.881245800000002,93.45067555,5.514253142,104.9116663,apple
58,51,47,42.13473976,91.70445386,6.757470637000001,197.402901,papaya
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
99,73,53,26.29039046,81.06003778,5.8717022110000014,118.67303659999999,banana
31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
37,18,30,27.63551259,99.34854917,6.38488418,157.91715369999997,coconut
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
44,47,45,38.73218907,94.73613484,6.5794413039999995,218.14214700000002,papaya
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,apple
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
85,27,45,26.071375699999997,88.7285657,6.467095849,57.79652846,watermelon
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
54,66,52,36.56769731,93.79503425,6.867554147000001,104.42185959999999,papaya
82,24,26,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
4,41,20,28.14720892,83.8001509,6.6479655079999995,37.44800463,mungbean
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil
29,25,35,28.357507199999997,91.64509299,5.542873799,160.73069909999995,coconut
19,65,25,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
119,90,48,28.66725136,79.59242542,5.986442306,118.25834409999999,banana
33,134,205,21.0365275,94.33919546,6.08551916,114.74127340000001,apple
31,137,196,22.14464104,93.82567435,6.400321212000001,120.63107839999999,apple
92,75,45,29.01207743,77.95192527,5.674403358999999,90.43495443,banana
10,5,5,21.21306973,91.35349216,7.8178464960000005,112.9834361,orange
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
62,49,37,24.21744605,82.85284045,7.479248124,166.13658859999995,jute
106,70,55,25.86824781,78.52399914,5.74055541,116.30195549999999,banana
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
29,138,197,22.19055385,92.43764169,5.830892252000001,121.6622761,apple
89,25,54,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans
28,75,21,24.774194899999998,50.54621094,6.007508163,114.2821387,pigeonpeas
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
63,43,19,18.51816776,55.53128131,6.6419063529999995,90.988051,maize
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
15,123,204,22.52709326,92.54780429,6.365972687999999,115.3830068,apple
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
15,133,199,23.99686172,91.61001707,5.8247786360000005,117.6102915,apple
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
94,89,48,28.55980972,84.51602322,5.653437902,111.08430290000001,banana
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
